hours_slept,study_duration_minutes,phone_pickups_last_hour,social_media_opens_last_hour,break_duration_minutes,subject_difficulty,current_time_of_day,caffeine_intake,previous_day_productivity,mood_level,target
6.8,34,2,2,0,5,9,1,6.4,5.7,Deep Focus
7.2,24,0,0,3,7,11,2,8.2,6.5,Deep Focus
8.3,44,3,2,13,3,18,2,9.1,7.3,Deep Focus
9.1,21,5,2,23,3,13,0,4.1,8.0,Deep Focus
7.0,189,4,2,8,4,8,0,7.9,6.7,Study Crash Incoming
8.2,19,1,0,27,4,11,1,6.4,6.5,Deep Focus
5.9,63,0,0,10,1,18,1,3.6,5.3,Deep Focus
8.1,123,4,2,2,4,19,3,7.0,4.5,Distracted
5.9,94,8,3,0,6,9,4,9.7,6.4,Study Crash Incoming
8.6,40,0,1,7,5,19,2,4.5,8.8,Deep Focus
10.0,88,1,2,16,4,17,4,5.5,4.7,Distracted
6.8,40,2,1,9,10,8,5,2.8,6.1,Distracted
4.0,34,6,5,3,3,9,2,5.8,3.7,Study Crash Incoming
6.2,30,2,1,8,9,10,1,6.3,5.0,Deep Focus
8.8,20,4,2,3,7,21,2,9.9,6.8,Deep Focus
7.8,55,0,0,4,7,20,1,4.1,5.6,Distracted
7.4,66,0,1,15,3,8,1,7.9,6.0,Deep Focus
8.5,46,5,4,3,10,17,0,6.6,6.1,Distracted
7.7,26,6,5,3,5,22,4,10.0,7.4,Study Crash Incoming
8.8,24,1,0,10,6,19,3,6.4,6.0,Deep Focus
8.4,10,9,5,19,3,9,1,5.9,5.0,Distracted
9.3,73,0,2,3,5,10,0,7.7,7.3,Deep Focus
7.5,184,1,0,6,7,22,2,7.0,3.8,Study Crash Incoming
8.4,82,1,1,10,10,10,2,7.9,6.7,Deep Focus
6.5,118,0,0,3,9,18,0,7.1,7.9,Distracted
6.1,29,0,1,5,2,18,3,3.0,5.1,Deep Focus
9.6,69,6,4,4,1,18,2,7.0,4.9,Distracted
7.3,10,4,3,6,10,21,1,7.0,4.5,Distracted
8.2,58,2,1,22,9,22,2,4.5,6.6,Deep Focus
7.2,193,3,2,2,2,19,0,6.6,5.7,Study Crash Incoming
6.1,39,2,2,14,9,23,1,2.3,5.2,Distracted
7.0,40,5,3,8,8,16,1,6.5,5.1,Study Crash Incoming
9.2,47,0,1,6,10,7,1,7.4,5.5,Deep Focus
7.8,91,0,2,23,2,22,2,7.9,6.1,Deep Focus
4.4,17,9,12,13,9,9,1,7.4,6.5,Study Crash Incoming
6.7,68,2,2,6,4,12,4,4.2,5.3,Distracted
9.7,115,12,4,1,6,9,5,3.1,6.8,Study Crash Incoming
6.7,41,17,15,3,3,10,1,7.9,7.1,Study Crash Incoming
4.3,55,11,9,10,1,7,6,6.8,3.8,Study Crash Incoming
9.8,143,3,3,6,7,10,0,7.0,8.0,Study Crash Incoming
8.0,64,0,0,14,1,13,3,9.4,5.7,Deep Focus
6.9,17,20,19,28,5,21,1,2.8,5.0,Study Crash Incoming
6.4,83,3,3,5,2,8,1,9.6,4.0,Distracted
8.6,24,1,1,15,10,10,1,4.9,3.9,Deep Focus
6.2,57,5,6,0,5,7,2,7.6,3.3,Study Crash Incoming
8.7,71,1,1,3,2,9,4,6.0,7.0,Deep Focus
7.8,37,1,0,13,10,22,4,5.3,6.0,Distracted
7.4,26,5,5,1,7,10,3,3.0,7.0,Distracted
7.2,158,0,2,3,2,18,3,4.7,6.5,Study Crash Incoming
6.7,72,4,3,6,4,20,0,6.9,4.7,Distracted
8.6,53,3,2,34,6,19,1,6.7,3.5,Deep Focus
5.7,34,4,2,17,8,8,1,7.9,2.8,Distracted
4.6,143,4,4,4,10,13,0,4.6,6.7,Study Crash Incoming
7.9,61,1,0,5,9,19,1,7.5,4.6,Distracted
7.9,208,7,3,0,1,8,2,6.1,5.6,Study Crash Incoming
7.7,43,6,5,0,5,19,3,7.3,5.9,Distracted
7.6,113,1,1,30,1,6,1,7.0,3.0,Deep Focus
6.5,96,10,4,1,4,20,0,5.1,5.5,Study Crash Incoming
8.2,52,10,5,10,3,11,3,6.5,8.7,Deep Focus
6.9,71,15,12,1,3,6,2,6.9,4.7,Study Crash Incoming
6.3,164,3,1,1,3,19,0,7.6,4.7,Study Crash Incoming
6.5,23,0,0,1,5,19,1,9.0,3.4,Deep Focus
10.0,10,6,3,1,5,22,4,4.7,5.9,Distracted
4.4,44,7,5,1,10,19,0,3.7,4.9,Study Crash Incoming
7.7,19,1,1,4,5,18,2,8.6,6.0,Deep Focus
4.5,23,2,1,18,1,21,2,3.4,3.1,Distracted
6.8,166,0,0,2,6,21,2,8.1,6.4,Study Crash Incoming
6.3,42,1,0,3,4,13,0,4.2,5.5,Deep Focus
4.0,20,5,5,1,2,19,3,4.7,3.3,Study Crash Incoming
7.6,64,6,7,8,7,11,3,5.8,6.4,Distracted
6.4,10,1,1,9,7,7,1,3.1,6.7,Deep Focus
4.0,27,8,7,16,4,22,2,4.1,3.1,Study Crash Incoming
8.3,40,2,2,15,3,20,2,2.7,4.5,Deep Focus
9.2,73,6,5,18,5,8,3,7.3,7.1,Deep Focus
9.2,142,1,0,0,5,22,4,6.0,5.4,Distracted
7.5,11,0,0,14,10,22,3,6.0,5.9,Deep Focus
7.1,44,6,2,0,1,18,0,5.9,2.6,Distracted
9.0,19,0,0,0,2,20,0,6.0,6.3,Deep Focus
9.5,85,2,2,7,8,16,1,5.0,6.9,Distracted
8.7,55,0,0,1,10,22,1,7.9,4.2,Distracted
5.6,32,1,1,2,7,19,2,2.5,2.9,Study Crash Incoming
7.3,20,6,2,13,4,22,1,3.1,4.5,Distracted
7.7,72,1,1,33,3,7,2,8.7,3.7,Deep Focus
4.3,38,6,5,0,9,8,1,6.5,1.0,Study Crash Incoming
7.7,91,6,6,0,7,10,1,2.0,4.2,Study Crash Incoming
10.0,57,6,4,1,5,8,1,6.6,4.9,Distracted
8.0,34,4,3,2,5,6,1,2.8,5.3,Distracted
9.2,130,0,1,17,2,22,2,8.6,4.1,Deep Focus
7.3,72,3,2,10,9,9,4,7.8,5.6,Distracted
6.9,92,4,2,1,1,21,3,10.0,3.5,Distracted
7.6,54,8,5,3,10,15,1,5.4,7.8,Distracted
5.8,64,5,4,60,2,19,2,3.6,5.4,Deep Focus
5.6,63,6,5,14,2,9,1,4.9,4.3,Distracted
8.9,41,5,3,2,1,8,4,5.0,6.4,Deep Focus
9.1,31,0,1,3,5,20,4,6.8,7.1,Deep Focus
5.5,134,1,1,0,1,12,2,2.3,5.4,Distracted
8.5,33,2,1,11,3,22,1,6.0,5.7,Distracted
6.9,17,2,1,2,8,11,0,4.0,2.6,Distracted
7.5,40,2,4,12,8,21,4,5.0,4.5,Distracted
7.7,70,1,0,1,4,19,0,8.8,4.6,Deep Focus
8.5,111,7,6,0,1,19,0,8.0,7.8,Study Crash Incoming
7.1,57,1,0,6,2,9,2,7.5,4.9,Deep Focus
9.1,93,1,2,4,6,20,1,7.3,5.3,Distracted
7.5,139,1,1,12,5,20,3,5.5,6.3,Distracted
7.9,109,4,2,3,9,11,0,5.9,4.0,Study Crash Incoming
5.8,33,4,3,6,5,12,1,2.9,5.3,Distracted
10.0,119,2,1,8,4,20,1,3.5,3.7,Distracted
7.7,114,5,2,1,7,10,1,6.3,4.9,Study Crash Incoming
8.1,28,2,2,37,9,8,1,3.8,5.1,Deep Focus
4.6,25,8,6,20,9,8,2,7.4,6.2,Study Crash Incoming
5.8,140,13,6,1,2,17,2,5.9,5.0,Study Crash Incoming
8.9,73,1,1,2,5,16,6,5.4,5.7,Deep Focus
7.4,49,4,2,16,10,23,3,4.8,4.6,Study Crash Incoming
4.1,113,8,4,3,9,21,1,6.9,5.7,Study Crash Incoming
8.6,12,2,2,0,8,16,3,7.4,3.8,Deep Focus
6.2,17,6,5,11,2,13,2,4.2,7.0,Distracted
9.1,104,1,0,10,4,10,2,5.0,7.3,Deep Focus
6.9,70,2,3,4,9,9,1,5.6,5.2,Study Crash Incoming
7.3,12,0,0,31,2,10,2,6.6,5.3,Deep Focus
8.8,13,0,0,2,8,13,0,6.6,9.3,Deep Focus
5.7,60,3,0,9,6,10,2,5.8,6.1,Deep Focus
5.5,29,0,0,15,8,11,1,7.4,3.6,Distracted
6.7,37,1,1,3,7,13,0,5.7,6.2,Distracted
8.2,115,2,1,1,1,10,3,3.2,8.1,Deep Focus
5.0,82,7,4,16,2,8,0,8.7,5.0,Study Crash Incoming
4.5,71,0,0,16,4,6,2,8.0,3.9,Deep Focus
8.2,84,0,0,2,10,10,2,3.2,4.3,Distracted
6.1,46,11,8,10,10,20,2,6.4,8.2,Study Crash Incoming
6.4,47,3,4,0,8,19,2,8.6,6.2,Distracted
4.2,127,2,2,3,3,9,2,5.4,6.7,Study Crash Incoming
6.0,12,2,2,4,10,7,2,7.5,5.0,Distracted
7.0,77,1,0,12,8,10,2,8.2,5.6,Distracted
8.4,19,0,3,0,3,12,2,6.5,5.8,Deep Focus
5.8,74,6,2,10,8,11,2,10.0,6.7,Distracted
9.5,14,10,10,0,5,20,0,7.3,8.7,Distracted
6.0,240,3,2,6,5,11,3,6.2,6.9,Study Crash Incoming
6.0,109,9,5,1,3,19,1,5.7,8.3,Study Crash Incoming
9.3,19,2,1,0,7,8,0,5.9,6.6,Deep Focus
7.3,61,0,0,6,3,11,5,4.9,5.1,Deep Focus
6.2,240,7,3,2,10,7,3,3.8,5.0,Study Crash Incoming
6.8,34,0,0,9,2,11,2,4.2,7.0,Deep Focus
9.0,81,4,2,4,3,7,1,5.7,5.6,Deep Focus
9.2,240,3,2,3,2,10,0,7.6,6.7,Study Crash Incoming
5.8,83,1,1,2,3,6,0,6.7,4.5,Distracted
6.9,27,2,1,5,7,19,1,6.3,6.1,Distracted
7.1,92,16,7,0,10,8,1,10.0,5.5,Study Crash Incoming
5.5,68,4,3,0,2,17,0,9.4,5.4,Study Crash Incoming
6.9,17,7,6,0,3,11,1,4.2,6.8,Distracted
7.0,32,0,1,10,2,19,3,7.4,6.6,Deep Focus
8.7,14,5,4,15,9,20,3,3.6,5.3,Distracted
8.8,23,3,4,10,6,20,0,6.5,3.4,Distracted
6.5,39,0,0,1,4,11,4,3.3,4.0,Distracted
6.7,12,1,0,0,8,12,0,4.8,6.6,Distracted
8.0,61,12,7,1,1,21,1,7.2,4.4,Study Crash Incoming
6.1,25,3,3,3,8,8,2,5.1,5.2,Study Crash Incoming
7.9,59,6,5,9,1,7,2,3.8,5.4,Distracted
6.9,80,0,0,18,6,10,2,4.6,5.7,Deep Focus
5.5,56,6,4,17,1,19,1,4.1,5.4,Study Crash Incoming
5.6,62,3,2,6,3,9,1,6.8,6.5,Deep Focus
9.2,21,8,4,1,7,11,2,8.4,6.9,Distracted
6.8,240,1,2,3,6,7,2,5.6,3.3,Study Crash Incoming
9.5,32,2,2,10,5,11,1,8.1,7.6,Deep Focus
6.2,28,7,2,1,7,19,2,4.9,6.1,Study Crash Incoming
7.4,145,4,2,10,9,9,3,5.8,2.2,Study Crash Incoming
10.0,91,2,3,12,3,6,2,9.6,5.2,Deep Focus
5.4,19,0,1,12,10,9,3,5.6,4.7,Distracted
4.2,13,0,0,3,2,18,2,8.1,3.5,Deep Focus
8.9,33,16,9,10,10,7,6,4.6,6.2,Study Crash Incoming
5.8,240,2,3,4,10,18,2,6.0,4.1,Study Crash Incoming
7.0,103,2,2,28,5,20,2,4.3,6.6,Distracted
6.1,52,2,3,11,1,21,1,6.1,4.6,Deep Focus
7.4,10,19,9,3,5,21,0,6.5,2.5,Study Crash Incoming
5.6,35,1,1,14,3,20,2,7.5,5.6,Deep Focus
6.7,31,3,1,12,6,17,3,4.8,6.9,Deep Focus
7.7,185,0,0,5,3,9,2,5.7,5.7,Study Crash Incoming
5.5,11,1,0,9,1,21,2,8.4,1.5,Distracted
5.9,11,0,0,2,9,7,1,3.6,5.8,Deep Focus
6.5,75,1,2,15,9,20,1,1.0,3.4,Study Crash Incoming
4.9,18,2,2,8,6,19,1,4.7,3.8,Distracted
6.4,38,1,2,1,9,6,0,7.2,3.6,Study Crash Incoming
7.2,15,3,2,8,10,10,0,6.2,3.6,Distracted
6.4,21,0,0,4,10,19,1,4.1,5.1,Deep Focus
6.6,34,1,2,15,9,18,2,6.1,5.7,Deep Focus
7.0,65,0,0,4,1,13,0,5.3,6.5,Deep Focus
6.0,91,1,1,4,8,9,1,2.9,4.6,Study Crash Incoming
8.0,58,0,2,17,10,19,0,5.3,4.8,Deep Focus
9.2,11,1,1,1,2,21,0,7.5,8.3,Deep Focus
6.3,40,4,3,11,1,9,1,5.4,5.4,Distracted
7.7,20,1,3,20,4,19,3,3.0,4.4,Deep Focus
6.6,21,0,2,5,9,8,2,9.5,5.7,Distracted
7.5,47,6,8,9,9,22,0,4.0,5.6,Study Crash Incoming
9.3,90,4,3,0,6,22,1,6.7,6.9,Distracted
7.8,24,4,3,12,10,21,3,7.7,5.4,Distracted
4.3,101,0,2,4,2,17,2,6.8,3.6,Distracted
7.7,91,3,1,23,9,9,0,5.5,3.7,Distracted
8.8,165,2,2,10,9,19,2,2.4,5.5,Study Crash Incoming
6.7,127,4,3,8,10,14,2,8.3,3.9,Study Crash Incoming
8.5,52,11,7,22,3,20,2,3.7,6.4,Distracted
6.0,23,4,1,6,7,23,2,7.9,1.7,Study Crash Incoming
4.8,78,1,2,6,3,23,0,8.2,2.9,Distracted
7.2,192,0,0,8,5,10,0,3.6,6.8,Study Crash Incoming
4.4,132,2,2,3,10,21,2,3.5,3.3,Study Crash Incoming
6.6,33,0,1,2,6,17,1,5.2,5.6,Distracted
8.9,227,2,1,5,8,21,1,7.8,6.6,Study Crash Incoming
4.1,25,0,1,4,5,19,0,4.8,4.7,Deep Focus
5.1,56,0,0,0,1,17,2,6.2,6.5,Deep Focus
5.5,48,0,0,8,2,21,1,5.0,5.1,Distracted
6.9,127,6,4,1,7,14,2,7.6,7.0,Study Crash Incoming
6.5,45,6,3,5,4,13,0,4.7,3.1,Study Crash Incoming
9.1,89,2,4,13,4,10,1,4.6,7.1,Deep Focus
8.4,39,3,1,14,1,8,3,3.9,8.4,Deep Focus
7.7,22,14,10,3,9,10,1,3.9,7.0,Study Crash Incoming
7.2,106,7,4,2,1,21,2,8.1,6.6,Study Crash Incoming
7.6,54,9,9,4,6,11,0,5.3,5.1,Study Crash Incoming
5.7,107,3,2,11,4,19,1,4.1,4.7,Study Crash Incoming
8.3,55,0,0,2,10,18,1,2.7,7.1,Deep Focus
5.3,35,5,4,2,7,13,2,5.5,6.1,Distracted
8.3,39,2,3,2,1,11,2,4.4,7.7,Deep Focus
8.8,240,0,1,13,7,14,0,4.0,5.7,Study Crash Incoming
7.3,138,2,1,0,2,9,0,4.5,4.4,Distracted
6.7,125,6,3,1,6,6,2,6.2,2.7,Study Crash Incoming
7.6,97,1,2,7,3,9,1,3.7,6.1,Distracted
4.0,20,0,0,13,8,10,5,5.4,3.9,Deep Focus
7.5,71,0,0,18,5,18,2,7.8,5.6,Deep Focus
6.8,51,0,1,1,5,9,2,4.9,4.3,Distracted
6.9,66,8,7,2,9,9,4,3.9,4.1,Study Crash Incoming
8.1,41,5,4,25,5,6,1,8.1,5.3,Deep Focus
6.9,130,11,9,1,3,10,0,5.8,7.3,Study Crash Incoming
5.3,92,5,4,40,6,15,3,5.7,7.8,Deep Focus
6.8,70,4,4,2,9,18,3,7.0,7.9,Study Crash Incoming
7.1,38,1,2,15,1,22,5,5.8,4.1,Deep Focus
7.2,47,1,0,11,3,6,0,6.1,3.1,Distracted
7.2,67,3,2,18,6,11,3,2.9,7.3,Deep Focus
8.6,10,5,4,3,3,10,2,4.3,8.4,Deep Focus
5.4,52,0,1,1,8,9,1,9.7,5.3,Deep Focus
7.3,90,4,3,21,1,21,1,3.9,5.1,Deep Focus
8.9,107,1,3,0,3,20,1,6.1,5.2,Distracted
4.4,42,7,6,0,6,8,3,9.5,4.8,Study Crash Incoming
7.3,39,2,1,2,9,20,1,7.4,6.2,Deep Focus
6.1,239,2,3,11,4,9,2,6.6,5.4,Study Crash Incoming
6.4,21,4,3,3,3,21,2,4.4,3.0,Distracted
5.6,47,3,3,5,10,20,2,4.8,3.0,Study Crash Incoming
6.7,47,4,3,2,6,18,3,5.4,5.4,Distracted
9.8,72,0,0,4,3,12,4,6.7,9.0,Deep Focus
5.1,62,3,2,2,9,11,2,8.5,6.3,Distracted
5.2,62,0,0,12,1,21,1,6.2,3.5,Deep Focus
5.0,38,1,0,45,8,17,1,4.9,2.1,Deep Focus
9.6,95,1,3,5,10,18,1,5.8,8.9,Deep Focus
6.3,107,1,1,14,6,21,3,7.0,6.5,Distracted
7.0,104,0,1,1,10,19,2,6.7,5.6,Distracted
6.4,47,1,2,7,7,23,2,5.5,3.6,Study Crash Incoming
5.6,64,2,1,0,6,21,0,3.8,3.8,Study Crash Incoming
6.6,26,7,4,0,2,21,2,8.2,6.2,Distracted
10.0,64,6,4,16,2,10,2,5.5,7.9,Deep Focus
9.1,64,10,9,12,7,6,2,6.5,5.2,Study Crash Incoming
5.7,44,10,7,10,7,18,0,4.6,8.3,Study Crash Incoming
8.0,211,4,3,9,7,15,0,4.6,4.5,Study Crash Incoming
5.8,28,14,13,5,3,8,1,7.0,3.7,Study Crash Incoming
4.3,13,1,1,5,1,20,3,3.5,3.0,Distracted
8.5,199,1,1,0,1,19,0,3.7,6.3,Study Crash Incoming
8.7,126,0,0,1,2,7,0,9.0,7.5,Deep Focus
8.6,18,0,2,4,3,10,2,7.7,7.7,Deep Focus
6.3,43,0,0,19,10,19,2,6.8,5.3,Deep Focus
6.7,20,0,0,16,8,10,1,3.9,3.5,Distracted
8.1,62,14,4,3,2,19,2,6.4,7.4,Study Crash Incoming
7.6,19,2,1,16,4,9,4,5.9,4.0,Deep Focus
6.4,68,1,0,0,9,17,2,5.1,5.0,Distracted
4.6,32,1,0,21,5,10,3,5.8,4.3,Deep Focus
7.2,169,0,0,11,3,8,2,3.1,4.1,Study Crash Incoming
8.6,46,2,1,0,4,18,3,1.9,5.2,Deep Focus
5.2,68,1,0,10,4,18,0,6.6,6.1,Deep Focus
8.0,31,8,5,8,6,8,2,6.3,7.9,Distracted
7.5,47,15,9,2,6,7,1,6.5,5.1,Study Crash Incoming
8.1,13,1,2,4,6,9,1,7.5,3.3,Distracted
8.3,29,5,4,8,7,10,0,7.0,6.7,Deep Focus
6.0,60,3,1,0,3,10,2,9.0,4.1,Deep Focus
4.6,27,4,2,1,5,21,3,8.4,4.3,Distracted
6.2,20,2,1,8,9,8,1,6.1,5.3,Deep Focus
8.3,12,7,6,23,4,21,0,6.3,2.8,Distracted
6.2,39,6,3,3,10,8,1,6.4,4.2,Study Crash Incoming
6.0,131,3,2,1,5,18,0,2.9,6.1,Study Crash Incoming
4.3,84,3,5,0,4,11,1,7.8,4.4,Study Crash Incoming
9.6,215,0,0,14,8,11,0,7.2,5.5,Distracted
8.2,83,1,1,3,4,20,0,2.7,6.8,Deep Focus
8.2,37,1,0,6,4,9,2,9.1,3.5,Deep Focus
8.5,125,0,0,4,4,23,1,5.1,5.7,Study Crash Incoming
7.9,94,1,0,22,6,18,2,5.8,5.3,Deep Focus
6.6,48,3,3,3,1,10,2,5.7,6.1,Distracted
6.8,240,6,5,9,4,20,0,5.7,4.8,Study Crash Incoming
6.4,193,0,2,3,8,8,3,10.0,5.6,Study Crash Incoming
10.0,17,2,1,1,4,12,0,5.5,9.6,Deep Focus
7.8,198,10,7,7,6,22,1,5.4,6.2,Study Crash Incoming
6.3,59,1,1,15,3,17,1,6.0,6.5,Deep Focus
7.7,70,0,0,0,10,9,4,4.3,6.7,Distracted
5.5,95,5,3,3,3,20,2,6.6,1.9,Study Crash Incoming
9.3,20,2,1,1,8,21,1,4.4,6.3,Deep Focus
6.0,54,4,4,4,8,10,1,7.0,5.5,Study Crash Incoming
7.8,21,1,2,11,5,9,2,3.9,6.7,Deep Focus
8.6,43,3,1,1,10,8,0,4.8,5.9,Distracted
7.6,16,11,9,9,10,19,0,4.0,6.8,Study Crash Incoming
7.1,47,1,1,1,1,17,1,4.9,4.5,Distracted
7.0,22,5,3,4,6,22,0,2.4,7.8,Study Crash Incoming
6.9,53,3,2,8,2,8,2,1.1,6.0,Distracted
6.1,73,6,5,11,10,20,1,5.4,3.4,Study Crash Incoming
6.3,181,6,5,8,10,8,4,2.9,6.9,Study Crash Incoming
9.2,64,3,1,12,5,17,0,9.5,5.3,Deep Focus
6.8,75,10,3,2,4,11,1,5.3,5.8,Study Crash Incoming
5.8,11,0,0,7,9,16,3,7.4,5.6,Deep Focus
6.2,67,0,2,1,4,19,3,6.6,4.4,Distracted
8.7,42,0,1,5,8,20,2,3.9,5.9,Deep Focus
8.0,63,3,3,0,7,22,3,5.2,5.4,Distracted
7.8,25,0,1,2,3,8,0,7.5,4.0,Deep Focus
6.6,42,2,1,5,4,22,2,7.4,5.0,Distracted
7.9,137,3,2,12,10,20,1,7.7,5.7,Distracted
6.0,67,3,2,0,5,20,2,4.7,7.6,Study Crash Incoming
6.6,109,1,1,5,5,11,1,7.2,7.9,Distracted
8.5,52,3,1,0,10,15,0,4.8,5.9,Distracted
8.3,18,4,4,4,6,8,1,8.0,5.7,Distracted
5.5,10,7,4,23,6,12,1,8.0,4.3,Distracted
5.7,51,0,0,11,4,23,3,3.3,3.5,Distracted
7.2,59,6,2,5,7,16,0,6.6,7.5,Distracted
9.6,32,3,4,13,1,18,1,3.8,6.8,Deep Focus
4.1,57,0,1,11,3,7,1,7.7,2.8,Distracted
7.4,101,2,1,3,9,8,2,3.7,6.3,Distracted
4.9,43,2,2,2,3,20,1,6.6,1.3,Study Crash Incoming
6.0,84,2,1,23,10,8,0,7.5,4.1,Distracted
6.5,196,2,3,0,9,21,3,6.1,6.8,Study Crash Incoming
6.4,115,10,7,1,4,10,2,7.7,7.5,Study Crash Incoming
6.2,39,2,1,2,10,8,0,6.6,6.8,Distracted
7.0,25,3,5,10,8,12,1,9.1,4.2,Distracted
6.2,58,0,0,5,9,21,0,3.8,2.7,Distracted
4.8,129,2,1,26,5,9,0,5.2,3.6,Distracted
8.2,76,7,5,6,2,16,0,2.2,6.7,Distracted
8.1,171,3,2,29,6,6,1,5.4,4.2,Distracted
8.3,181,1,0,11,9,19,1,3.6,3.6,Study Crash Incoming
4.7,49,0,0,6,1,20,0,3.2,5.5,Distracted
7.4,101,1,1,19,1,13,0,2.9,7.6,Deep Focus
8.0,50,1,0,8,9,6,1,5.1,4.4,Deep Focus
5.5,10,0,0,1,6,21,1,6.5,5.3,Deep Focus
7.0,240,15,6,8,6,10,0,7.0,7.1,Study Crash Incoming
6.8,64,1,1,8,7,10,0,8.0,2.0,Distracted
9.8,49,0,0,1,7,19,4,7.9,7.8,Deep Focus
9.9,15,1,3,4,5,6,2,3.7,6.1,Deep Focus
4.5,27,0,2,7,7,8,3,4.5,1.0,Study Crash Incoming
10.0,29,6,6,7,5,10,0,6.4,8.7,Deep Focus
5.6,83,1,3,14,3,11,1,6.4,5.3,Deep Focus
8.5,137,0,0,29,8,20,0,8.8,3.6,Distracted
8.5,14,2,2,7,4,8,0,5.4,6.6,Deep Focus
5.5,70,4,2,7,9,8,2,7.5,4.7,Study Crash Incoming
7.7,15,0,0,15,4,19,1,5.7,6.6,Deep Focus
6.8,34,1,0,0,2,7,1,6.7,2.0,Distracted
7.8,240,4,3,3,9,19,1,6.8,5.4,Study Crash Incoming
7.3,69,0,0,4,2,19,0,6.0,4.1,Deep Focus
8.8,52,1,2,42,10,21,2,4.0,5.7,Deep Focus
7.1,141,3,4,35,7,19,2,6.6,2.9,Study Crash Incoming
6.7,83,14,6,0,5,18,4,7.3,3.8,Study Crash Incoming
8.6,27,1,1,2,3,8,1,6.2,8.3,Deep Focus
7.9,59,8,5,7,3,18,0,1.0,7.8,Distracted
8.1,61,8,5,0,2,18,0,5.6,7.7,Distracted
6.0,61,2,2,3,9,11,0,7.4,7.6,Distracted
5.4,34,2,1,28,3,9,3,4.0,1.8,Deep Focus
6.1,74,0,1,8,1,10,1,8.1,5.1,Deep Focus
6.1,43,0,0,5,2,21,2,4.8,4.9,Deep Focus
8.2,160,0,2,7,7,9,2,5.4,5.4,Study Crash Incoming
8.5,28,16,8,11,5,9,2,6.4,3.4,Study Crash Incoming
6.8,76,5,5,8,4,8,2,4.2,6.4,Study Crash Incoming
9.1,73,1,2,2,10,11,3,7.8,7.8,Deep Focus
9.1,37,1,2,5,4,8,2,8.5,5.3,Deep Focus
7.4,22,4,3,8,9,8,1,3.8,6.7,Distracted
5.8,15,12,5,3,2,18,3,5.6,5.2,Study Crash Incoming
9.4,71,3,1,0,6,18,1,9.8,7.8,Deep Focus
6.9,42,1,3,9,2,7,4,8.2,3.6,Deep Focus
7.2,47,4,3,2,1,9,2,2.8,5.9,Distracted
6.5,40,1,1,0,7,21,0,8.3,5.1,Distracted
5.7,18,12,7,0,7,19,4,1.0,4.4,Study Crash Incoming
4.8,46,1,1,13,6,18,2,7.2,1.0,Distracted
7.9,10,0,0,10,5,21,6,4.3,5.7,Deep Focus
5.8,37,2,1,6,3,23,3,6.9,4.3,Distracted
10.0,53,4,2,14,8,10,0,6.5,5.7,Distracted
5.4,152,2,1,12,2,8,1,6.3,5.3,Study Crash Incoming
5.1,18,2,4,7,5,14,2,7.2,5.9,Distracted
7.8,64,2,0,1,10,13,1,5.0,7.3,Deep Focus
9.3,36,2,1,34,7,22,2,4.8,5.4,Deep Focus
7.1,107,5,2,16,9,19,0,7.9,2.9,Study Crash Incoming
7.9,26,0,0,9,3,11,0,6.0,3.8,Deep Focus
4.2,41,5,4,1,1,10,5,4.9,5.3,Distracted
6.0,84,0,2,3,9,7,1,5.6,2.9,Study Crash Incoming
5.4,34,0,0,0,6,11,1,5.5,3.9,Distracted
4.2,104,0,1,23,8,22,0,5.3,4.6,Study Crash Incoming
7.2,14,3,3,14,9,18,0,6.9,2.5,Deep Focus
4.0,26,10,6,0,4,10,0,4.3,1.7,Study Crash Incoming
5.0,11,0,0,11,2,13,2,9.0,6.5,Deep Focus
6.2,88,3,3,7,10,11,1,6.4,5.6,Study Crash Incoming
5.8,41,11,6,2,4,13,4,2.3,2.7,Study Crash Incoming
7.6,62,6,3,7,2,22,1,6.6,4.4,Study Crash Incoming
7.5,15,1,0,20,6,13,0,4.1,6.8,Deep Focus
8.3,60,6,3,7,1,19,3,5.9,4.4,Deep Focus
8.1,28,0,2,1,1,8,0,5.7,3.6,Deep Focus
8.7,73,11,8,16,8,11,2,7.4,4.2,Study Crash Incoming
7.0,30,0,0,5,1,19,1,7.3,6.7,Deep Focus
7.5,38,2,1,5,7,21,0,6.4,6.8,Distracted
7.8,40,0,0,26,5,22,0,9.8,6.3,Deep Focus
7.2,240,3,3,22,2,15,0,4.6,8.2,Study Crash Incoming
6.4,128,0,0,2,10,20,1,8.7,6.8,Distracted
6.5,11,1,1,0,2,22,0,8.8,2.3,Distracted
5.8,34,4,3,6,7,11,3,6.7,6.8,Distracted
7.6,140,0,0,2,2,19,2,6.9,5.9,Deep Focus
6.9,61,21,11,43,6,19,0,7.9,8.2,Study Crash Incoming
6.0,86,3,2,2,2,9,2,5.4,10.0,Distracted
6.0,24,0,0,5,9,10,0,5.0,4.8,Deep Focus
5.2,15,1,2,0,5,8,2,5.1,3.9,Distracted
8.5,27,6,5,21,1,13,1,6.6,6.5,Deep Focus
7.1,200,0,0,2,1,21,0,5.1,5.2,Study Crash Incoming
5.7,59,5,3,4,6,8,1,4.6,4.9,Study Crash Incoming
8.2,42,4,3,6,6,16,2,3.9,10.0,Deep Focus
6.2,69,0,1,4,4,19,1,4.0,5.2,Study Crash Incoming
4.9,77,7,4,9,7,9,1,4.7,3.7,Study Crash Incoming
